"","age","c_charge_degree","race","age_cat","score_text","sex","priors_count","days_b_screening_arrest","decile_score","is_recid","two_year_recid","c_jail_in","c_jail_out","pred","mis","crime_factor","age_factor","race_factor","gender_factor","score_factor"
"153",24,"F","Caucasian","Less than 25","Medium","Female",0,0,5,0,0,"2013-04-26 02:32:29","2013-04-26 08:01:47",0,1,"F","Less than 25","Caucasian","Female","HighScore"
"154",34,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-05-13 06:00:31","2013-05-13 07:26:25",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"155",61,"F","Caucasian","Greater than 45","Low","Male",4,-1,1,0,0,"2013-01-21 08:12:45","2013-01-23 02:40:57",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"156",50,"F","African-American","Greater than 45","Low","Female",3,0,2,0,0,"2014-03-05 12:31:35","2014-03-05 08:38:53",0,1,"F","Greater than 45","African-American","Female","LowScore"
"157",30,"M","African-American","25 - 45","Low","Male",1,0,1,0,0,"2013-03-19 01:34:13","2013-03-23 12:51:55",0,1,"M","25 - 45","African-American","Male","LowScore"
"158",38,"F","African-American","25 - 45","Low","Male",5,-1,3,0,0,"2013-11-29 07:00:11","2013-11-30 12:28:10",0,1,"F","25 - 45","African-American","Male","LowScore"
"159",24,"M","Caucasian","Less than 25","Low","Male",0,-1,1,0,0,"2013-12-12 09:51:57","2013-12-13 01:45:42",0,1,"M","Less than 25","Caucasian","Male","LowScore"
"160",63,"F","Caucasian","Greater than 45","Low","Male",2,-3,1,0,0,"2013-12-09 08:43:05","2013-12-12 10:30:31",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"161",42,"F","African-American","25 - 45","Low","Male",0,0,1,0,0,"2013-04-17 03:45:48","2013-04-18 05:26:44",0,1,"F","25 - 45","African-American","Male","LowScore"
"162",54,"M","African-American","Greater than 45","Low","Male",2,-26,1,0,0,"2013-12-21 05:27:36","2013-12-22 01:10:00",0,1,"M","Greater than 45","African-American","Male","LowScore"
"163",35,"M","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2014-03-09 10:01:46","2014-03-10 09:42:18",0,1,"M","25 - 45","African-American","Male","LowScore"
"164",51,"F","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-02-04 02:44:33","2013-03-11 09:01:18",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"165",37,"F","Caucasian","25 - 45","Low","Male",3,-14,2,0,0,"2013-05-16 08:42:26","2013-05-23 06:52:01",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"166",47,"F","Caucasian","Greater than 45","Low","Male",3,-1,1,0,0,"2014-02-25 11:20:43","2014-02-26 09:34:42",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"167",56,"F","Caucasian","Greater than 45","Low","Male",0,-2,1,0,0,"2013-09-01 11:41:31","2013-09-02 08:47:35",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"168",58,"F","Hispanic","Greater than 45","Low","Male",1,-11,1,0,0,"2013-01-27 07:57:13","2013-02-06 10:02:46",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"169",29,"M","Hispanic","25 - 45","Low","Male",2,-26,4,0,0,"2013-01-11 06:07:32","2013-01-12 04:14:13",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"170",26,"F","African-American","25 - 45","Low","Male",1,-1,2,0,0,"2013-02-12 03:08:29","2013-02-13 08:21:18",0,1,"F","25 - 45","African-American","Male","LowScore"
"171",30,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-09-05 10:47:19","2013-09-06 11:08:59",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"172",54,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-17 03:23:30","2013-02-18 06:40:01",0,1,"M","Greater than 45","African-American","Male","LowScore"
"173",59,"M","Caucasian","Greater than 45","Low","Female",0,-2,1,0,0,"2013-10-09 09:01:32","2013-10-10 07:57:22",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"174",38,"F","African-American","25 - 45","Medium","Male",0,0,5,0,0,"2013-03-27 01:50:02","2013-03-28 08:18:15",0,1,"F","25 - 45","African-American","Male","HighScore"
"175",52,"F","Hispanic","Greater than 45","Low","Male",20,-1,3,0,0,"2013-04-20 10:15:03","2013-05-18 07:59:38",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"176",27,"F","Caucasian","25 - 45","Medium","Male",2,0,5,0,0,"2013-03-09 02:19:02","2013-03-09 09:06:46",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"177",51,"M","Caucasian","Greater than 45","Low","Male",1,-1,1,0,0,"2013-04-21 02:10:18","2013-04-22 03:59:29",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"178",35,"F","Caucasian","25 - 45","Low","Male",1,0,2,0,0,"2013-10-03 07:44:08","2013-12-16 08:06:46",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"179",52,"M","Caucasian","Greater than 45","Low","Male",4,-1,3,0,0,"2014-02-02 02:24:43","2014-02-03 01:24:23",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"180",48,"F","Other","Greater than 45","Medium","Male",12,0,5,0,0,"2013-03-16 03:19:01","2013-03-17 08:00:36",0,1,"F","Greater than 45","Other","Male","HighScore"
"181",26,"M","African-American","25 - 45","Low","Female",0,-1,2,0,0,"2013-10-26 02:28:18","2013-10-27 08:36:51",0,1,"M","25 - 45","African-American","Female","LowScore"
"182",48,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2014-01-14 04:43:41","2014-01-15 03:21:55",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"183",30,"M","Hispanic","25 - 45","Low","Male",7,-1,4,0,0,"2013-08-26 11:08:06","2013-10-03 05:13:08",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"184",28,"M","Other","25 - 45","Low","Male",2,-1,1,0,0,"2013-11-02 05:18:38","2013-11-04 04:03:11",0,1,"M","25 - 45","Other","Male","LowScore"
"185",33,"M","African-American","25 - 45","Low","Male",2,0,3,0,0,"2013-10-08 02:14:25","2013-10-08 11:59:33",0,1,"M","25 - 45","African-American","Male","LowScore"
"186",34,"F","African-American","25 - 45","Low","Female",6,-1,4,0,0,"2013-04-22 08:12:13","2013-06-13 09:46:00",0,1,"F","25 - 45","African-American","Female","LowScore"
"187",25,"M","Other","25 - 45","Low","Male",0,0,1,0,0,"2013-12-20 03:36:29","2013-12-20 02:06:03",0,1,"M","25 - 45","Other","Male","LowScore"
"188",24,"F","Caucasian","Less than 25","Low","Male",0,0,2,0,0,"2013-04-10 01:50:54","2013-04-11 07:15:22",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"189",52,"M","African-American","Greater than 45","Medium","Male",4,0,5,0,0,"2014-01-21 01:50:50","2014-01-22 02:48:22",0,1,"M","Greater than 45","African-American","Male","HighScore"
"190",24,"F","Caucasian","Less than 25","Low","Male",0,-1,2,0,0,"2013-01-01 05:32:16","2013-01-16 06:22:12",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"191",31,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-08-16 06:01:59","2013-08-16 06:08:13",0,1,"F","25 - 45","African-American","Male","LowScore"
"192",37,"F","Other","25 - 45","Low","Male",1,-1,1,0,0,"2013-02-20 08:05:01","2013-02-25 09:11:42",0,1,"F","25 - 45","Other","Male","LowScore"
"193",25,"F","Caucasian","25 - 45","Low","Male",0,0,3,0,0,"2013-12-08 01:39:45","2013-12-08 01:45:29",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"194",47,"M","Caucasian","Greater than 45","Low","Male",1,0,1,0,0,"2013-03-20 02:25:51","2013-03-20 07:51:16",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"195",44,"M","African-American","25 - 45","Low","Male",1,0,3,0,0,"2013-01-29 06:36:33","2013-01-29 08:34:07",0,1,"M","25 - 45","African-American","Male","LowScore"
"196",23,"F","Caucasian","Less than 25","Low","Male",2,-1,2,0,0,"2013-12-12 11:10:00","2013-12-13 08:47:02",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"197",42,"F","African-American","25 - 45","Medium","Male",8,-1,5,0,0,"2013-10-02 10:41:22","2013-10-04 05:24:16",0,1,"F","25 - 45","African-American","Male","HighScore"
"198",48,"F","Other","Greater than 45","Low","Female",0,-1,1,0,0,"2013-02-03 10:36:16","2013-02-20 12:12:55",0,1,"F","Greater than 45","Other","Female","LowScore"
"199",63,"M","Caucasian","Greater than 45","Low","Male",1,-9,1,0,0,"2014-01-22 10:01:17","2014-01-28 03:54:00",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"200",50,"M","African-American","Greater than 45","Low","Male",3,-1,3,0,0,"2013-02-02 09:08:31","2013-02-03 06:57:55",0,1,"M","Greater than 45","African-American","Male","LowScore"
"201",38,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2013-05-26 10:41:56","2013-06-05 09:47:42",0,1,"F","25 - 45","African-American","Male","LowScore"
"202",30,"M","African-American","25 - 45","Low","Female",0,0,3,0,0,"2013-11-06 03:13:16","2013-11-07 09:03:30",0,1,"M","25 - 45","African-American","Female","LowScore"
"203",23,"F","African-American","Less than 25","Medium","Male",1,0,5,0,0,"2013-04-24 02:27:23","2013-04-24 08:08:08",0,1,"F","Less than 25","African-American","Male","HighScore"
"204",40,"F","Caucasian","25 - 45","Low","Male",5,0,4,0,0,"2013-09-15 03:23:56","2013-09-15 07:27:18",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"205",44,"M","Caucasian","25 - 45","Low","Male",11,0,3,0,0,"2013-09-07 03:37:40","2014-03-06 10:26:26",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"206",42,"M","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-02-06 02:27:50","2013-02-06 07:49:59",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"207",25,"M","African-American","25 - 45","Low","Female",0,-1,3,0,0,"2013-05-27 09:36:52","2013-05-28 09:04:37",0,1,"M","25 - 45","African-American","Female","LowScore"
"208",64,"F","Hispanic","Greater than 45","Low","Male",1,-8,1,0,0,"2013-08-05 12:41:27","2013-08-13 02:27:19",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"209",46,"M","Caucasian","Greater than 45","Low","Female",0,-1,1,0,0,"2013-08-20 09:12:14","2013-08-21 09:19:20",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"210",22,"M","Caucasian","Less than 25","Low","Female",0,0,3,0,0,"2014-01-22 12:55:30","2014-01-22 09:20:36",0,1,"M","Less than 25","Caucasian","Female","LowScore"
"211",23,"M","Caucasian","Less than 25","Low","Male",1,-1,4,0,0,"2013-03-23 10:06:43","2013-04-02 09:22:16",0,1,"M","Less than 25","Caucasian","Male","LowScore"
"212",31,"M","Hispanic","25 - 45","Low","Male",0,-1,1,0,0,"2013-02-24 12:26:26","2013-02-25 01:51:33",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"213",31,"F","Other","25 - 45","Low","Male",1,-1,2,0,0,"2013-04-30 07:18:35","2013-05-01 03:47:37",0,1,"F","25 - 45","Other","Male","LowScore"
"214",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-01-12 04:24:36","2013-01-13 12:41:13",0,1,"M","25 - 45","African-American","Male","LowScore"
"215",32,"F","Hispanic","25 - 45","Low","Male",1,-27,1,0,0,"2013-06-26 07:47:32","2013-06-26 08:09:02",0,1,"F","25 - 45","Hispanic","Male","LowScore"
"216",24,"F","Caucasian","Less than 25","Medium","Female",0,0,5,0,0,"2013-09-22 05:21:34","2013-09-23 02:00:15",0,1,"F","Less than 25","Caucasian","Female","HighScore"
"217",20,"F","African-American","Less than 25","Low","Male",1,-1,3,0,0,"2014-01-28 12:49:23","2014-01-29 10:42:36",0,1,"F","Less than 25","African-American","Male","LowScore"
"218",40,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-01-17 05:59:00","2013-01-18 08:48:30",0,1,"F","25 - 45","African-American","Male","LowScore"
"219",38,"F","African-American","25 - 45","Low","Female",1,-1,1,0,0,"2013-04-15 11:18:52","2013-04-16 09:12:28",0,1,"F","25 - 45","African-American","Female","LowScore"
"220",59,"M","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-10-09 03:00:19","2013-10-09 08:12:28",0,1,"M","Greater than 45","Caucasian","Female","LowScore"
"221",37,"M","Caucasian","25 - 45","Low","Male",2,-2,1,0,0,"2013-04-16 05:14:39","2013-04-17 05:35:24",0,1,"M","25 - 45","Caucasian","Male","LowScore"
"222",38,"F","Caucasian","25 - 45","Low","Male",0,0,1,0,0,"2013-09-06 01:28:27","2013-09-06 10:50:40",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"223",51,"M","Caucasian","Greater than 45","Low","Male",0,0,1,0,0,"2013-12-01 12:17:36","2013-12-01 12:33:39",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"224",28,"F","African-American","25 - 45","Low","Male",10,0,3,0,0,"2014-01-03 04:56:59","2014-01-03 08:00:20",0,1,"F","25 - 45","African-American","Male","LowScore"
"225",22,"M","African-American","Less than 25","Medium","Female",0,-1,5,0,0,"2013-01-19 11:57:56","2013-01-27 05:20:46",0,1,"M","Less than 25","African-American","Female","HighScore"
"226",31,"M","African-American","25 - 45","Low","Male",1,-27,1,0,0,"2013-09-04 12:57:02","2013-09-04 08:28:00",0,1,"M","25 - 45","African-American","Male","LowScore"
"227",29,"M","African-American","25 - 45","Low","Male",0,0,1,0,0,"2014-03-10 03:51:44","2014-03-11 03:42:19",0,1,"M","25 - 45","African-American","Male","LowScore"
"228",31,"M","Hispanic","25 - 45","Low","Male",0,0,2,0,0,"2013-02-08 05:06:56","2013-02-08 08:10:52",0,1,"M","25 - 45","Hispanic","Male","LowScore"
"229",25,"F","Caucasian","25 - 45","Medium","Male",1,-1,5,0,0,"2013-12-24 08:20:02","2013-12-25 12:46:17",0,1,"F","25 - 45","Caucasian","Male","HighScore"
"230",38,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2014-02-05 09:19:16","2014-02-07 09:14:53",0,1,"F","25 - 45","African-American","Male","LowScore"
"231",21,"F","African-American","Less than 25","Low","Male",0,-1,3,0,0,"2014-02-26 09:16:23","2014-02-27 02:05:20",0,1,"F","Less than 25","African-American","Male","LowScore"
"232",30,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-01-14 07:16:50","2013-01-17 03:17:43",0,1,"F","25 - 45","African-American","Male","LowScore"
"233",35,"M","African-American","25 - 45","Low","Male",0,-1,4,0,0,"2014-01-18 05:06:51","2014-01-19 09:04:34",0,1,"M","25 - 45","African-American","Male","LowScore"
"234",33,"F","African-American","25 - 45","Low","Female",0,-1,3,0,0,"2013-08-04 07:19:39","2013-08-05 09:38:46",0,1,"F","25 - 45","African-American","Female","LowScore"
"235",53,"M","Caucasian","Greater than 45","Low","Male",1,-10,1,0,0,"2013-06-07 03:20:17","2013-06-08 05:43:33",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"236",52,"F","Hispanic","Greater than 45","Low","Male",0,-1,1,0,0,"2013-11-04 11:09:47","2013-11-06 01:57:40",0,1,"F","Greater than 45","Hispanic","Male","LowScore"
"237",21,"F","African-American","Less than 25","Medium","Male",0,-1,5,0,0,"2013-12-11 11:08:04","2013-12-12 08:41:41",0,1,"F","Less than 25","African-American","Male","HighScore"
"238",37,"F","African-American","25 - 45","Low","Male",11,-1,4,0,0,"2014-01-21 07:19:02","2014-01-23 04:03:56",0,1,"F","25 - 45","African-American","Male","LowScore"
"239",54,"F","Other","Greater than 45","Low","Male",0,0,1,0,0,"2014-02-02 12:09:29","2014-02-02 07:50:16",0,1,"F","Greater than 45","Other","Male","LowScore"
"240",31,"M","African-American","25 - 45","Low","Female",0,0,1,0,0,"2014-01-31 01:35:12","2014-01-31 01:27:09",0,1,"M","25 - 45","African-American","Female","LowScore"
"241",59,"F","Caucasian","Greater than 45","Low","Female",2,26,3,0,0,"2014-03-26 09:34:52","2014-04-24 10:32:10",0,1,"F","Greater than 45","Caucasian","Female","LowScore"
"242",27,"M","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-09-26 05:55:20","2013-09-27 08:21:29",0,1,"M","25 - 45","African-American","Male","LowScore"
"243",28,"M","Caucasian","25 - 45","Low","Female",0,-1,2,0,0,"2013-04-25 09:33:39","2013-04-26 08:16:52",0,1,"M","25 - 45","Caucasian","Female","LowScore"
"244",27,"F","African-American","25 - 45","Low","Male",3,-1,4,0,0,"2013-04-26 04:48:56","2013-04-27 01:30:22",0,1,"F","25 - 45","African-American","Male","LowScore"
"245",36,"M","African-American","25 - 45","Medium","Male",4,-1,5,0,0,"2013-09-24 01:15:18","2013-09-26 04:16:06",0,1,"M","25 - 45","African-American","Male","HighScore"
"246",53,"F","Caucasian","Greater than 45","Low","Male",2,-2,1,0,0,"2013-05-01 05:14:23","2013-05-02 05:04:15",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"247",28,"M","African-American","25 - 45","Low","Male",2,-1,4,0,0,"2013-05-04 08:17:34","2013-05-10 09:32:52",0,1,"M","25 - 45","African-American","Male","LowScore"
"248",44,"F","African-American","25 - 45","Low","Male",1,-1,1,0,0,"2013-12-18 07:50:18","2013-12-19 08:37:29",0,1,"F","25 - 45","African-American","Male","LowScore"
"249",46,"F","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-02-26 07:01:42","2013-02-27 07:50:29",0,1,"F","Greater than 45","African-American","Male","LowScore"
"250",37,"F","African-American","25 - 45","Low","Male",6,0,3,0,0,"2013-03-24 03:36:52","2013-03-25 07:15:05",0,1,"F","25 - 45","African-American","Male","LowScore"
"251",40,"F","Caucasian","25 - 45","Low","Male",1,-1,2,0,0,"2013-02-11 10:39:48","2013-02-13 10:03:55",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"252",53,"F","Caucasian","Greater than 45","Low","Male",1,-6,1,0,0,"2014-03-15 04:06:38","2014-03-21 11:05:39",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"253",28,"F","African-American","25 - 45","Low","Male",0,-1,1,0,0,"2014-02-01 07:34:55","2014-02-02 07:48:16",0,1,"F","25 - 45","African-American","Male","LowScore"
"254",23,"M","Hispanic","Less than 25","Low","Male",0,0,4,0,0,"2014-02-10 04:37:45","2014-02-10 08:40:32",0,1,"M","Less than 25","Hispanic","Male","LowScore"
"255",45,"M","African-American","Greater than 45","Low","Male",0,-1,1,0,0,"2013-04-28 07:46:48","2013-04-30 03:53:04",0,1,"M","Greater than 45","African-American","Male","LowScore"
"256",22,"F","African-American","Less than 25","Medium","Male",1,-1,5,0,0,"2014-02-27 05:17:46","2014-02-28 01:22:35",0,1,"F","Less than 25","African-American","Male","HighScore"
"257",62,"F","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-09 03:17:14","2013-01-12 03:08:45",0,1,"F","Greater than 45","Caucasian","Male","LowScore"
"258",21,"M","Caucasian","Less than 25","Low","Male",0,-1,2,0,0,"2013-01-13 10:04:17","2013-01-14 12:55:21",0,1,"M","Less than 25","Caucasian","Male","LowScore"
"259",68,"M","Caucasian","Greater than 45","Low","Male",0,-1,1,0,0,"2013-01-07 05:13:05","2013-01-10 09:39:29",0,1,"M","Greater than 45","Caucasian","Male","LowScore"
"260",21,"F","Caucasian","Less than 25","Low","Male",1,-1,3,0,0,"2013-03-01 07:29:20","2013-03-02 07:28:52",0,1,"F","Less than 25","Caucasian","Male","LowScore"
"261",37,"F","Hispanic","25 - 45","Low","Female",1,-1,3,0,0,"2014-02-02 08:11:13","2014-02-04 04:08:24",0,1,"F","25 - 45","Hispanic","Female","LowScore"
"262",42,"F","Caucasian","25 - 45","Low","Male",1,-1,1,0,0,"2013-01-28 05:40:47","2013-01-29 01:19:50",0,1,"F","25 - 45","Caucasian","Male","LowScore"
"263",29,"F","African-American","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-24 05:48:18","2013-04-25 11:01:14",0,1,"F","25 - 45","African-American","Male","LowScore"
"264",24,"F","African-American","Less than 25","Low","Male",0,-3,3,0,0,"2013-07-15 11:39:27","2013-07-16 01:15:42",0,1,"F","Less than 25","African-American","Male","LowScore"
"265",23,"F","African-American","Less than 25","Low","Male",0,0,2,0,0,"2013-03-05 03:06:29","2013-03-05 06:43:38",0,1,"F","Less than 25","African-American","Male","LowScore"
"266",22,"M","Caucasian","Less than 25","Medium","Female",0,-1,5,0,0,"2013-01-04 05:04:08","2013-01-06 05:48:14",0,1,"M","Less than 25","Caucasian","Female","HighScore"
"267",36,"F","Other","25 - 45","Low","Male",0,-1,1,0,0,"2013-11-12 03:12:05","2013-11-19 05:29:28",0,1,"F","25 - 45","Other","Male","LowScore"
"268",53,"F","Caucasian","Greater than 45","Low","Female",0,0,1,0,0,"2013-10-23 02:26:06","2013-10-24 06:18:43",0,1,"F","Greater than 45","Caucasian","Female","LowScore"
"269",71,"F","African-American","Greater than 45","Low","Male",8,-1,1,0,0,"2013-05-16 09:36:12","2013-06-10 07:28:18",0,1,"F","Greater than 45","African-American","Male","LowScore"
"270",37,"F","African-American","25 - 45","Medium","Female",0,0,5,0,0,"2014-01-11 04:29:19","2014-02-17 08:19:02",0,1,"F","25 - 45","African-American","Female","HighScore"
"271",29,"F","African-American","25 - 45","Medium","Female",3,-1,5,0,0,"2013-08-12 08:00:00","2013-08-13 06:43:07",0,1,"F","25 - 45","African-American","Female","HighScore"
"272",23,"F","African-American","Less than 25","Low","Female",0,-1,2,0,0,"2014-03-06 08:02:12","2014-03-07 08:50:57",0,1,"F","Less than 25","African-American","Female","LowScore"
"273",53,"F","African-American","Greater than 45","Low","Female",0,0,1,0,0,"2013-09-23 02:29:56","2013-09-23 08:46:28",0,1,"F","Greater than 45","African-American","Female","LowScore"
"274",23,"M","Other","Less than 25","Low","Male",2,-1,4,0,0,"2013-08-03 07:10:36","2013-08-04 08:13:39",0,1,"M","Less than 25","Other","Male","LowScore"
"275",29,"M","African-American","25 - 45","Low","Male",1,-1,4,0,0,"2013-05-19 04:24:50","2013-05-22 12:18:30",0,1,"M","25 - 45","African-American","Male","LowScore"
"276",28,"F","Hispanic","25 - 45","Low","Male",0,-1,2,0,0,"2013-04-17 07:59:26","2013-04-18 10:21:13",0,1,"F","25 - 45","Hispanic","Male","LowScore"
